POS ITEM ID,POS ITEM,POS Group,POS Subgroup,My Group,QTY,COST,PRICE,PROFIT,TOTAL COST,TOTAL SALES,TOTAL PROFIT,Group Rating,AvgQuantityBySubGroup,AvgMarginBySubGroup,Subgroup Rating,AvgQuantityByMyGroup,AvgMarginByMyGroup,My Group Rating
7023,Mocha - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,86,1.79,5.45,3.66,153.94,468.49,314.55,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7024,Caramel Macchiato - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,207,1.24,6.06,4.82,256.68,1253.95,997.27,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7025,Mocha - *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,82,1.11,4.62,3.51,91.02,378.73,287.71,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7026,Caramel Macchiato - *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,91,0.74,5.25,4.51,67.34,477.93,410.59,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7028,Cafe Americano - Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,266,1.18,4.03,2.85,313.88,1071.33,757.45,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7030,Hot Chocolate - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,69,1.05,4.43,3.38,72.45,305.85,233.4,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7031,Cafe Americano - *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,153,0.83,3.82,2.99,126.99,584.37,457.38,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7032,Cappuccino - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,58,1.51,5.39,3.88,87.58,312.89,225.31,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7034,Cafe Americano - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,166,1.51,4.58,3.07,250.66,760.04,509.38,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7035,Caffè Americano (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,1627,0.0,-0.13,-0.13,0.0,-204.17,-204.17,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7037,Cappuccino (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,1526,0.0,-0.12,-0.12,0.0,-187.85,-187.85,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7038,Caffè Latte (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,7337,0.0,-0.29,-0.29,0.0,-2151.75,-2151.75,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7040,Caffè Mocha (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,1296,0.0,-0.34,-0.34,0.0,-441.13,-441.13,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7041,White Chocolate Mocha (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,1512,0.0,-0.63,-0.63,0.0,-953.61,-953.61,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7042,Caramel Macchiato (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,2084,0.0,-0.52,-0.52,0.0,-1082.48,-1082.48,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7044,Iced Coffee (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,489,0.0,-0.19,-0.19,0.0,-90.57,-90.57,Plowhorse,347.94117647058823,0.9280882352941177,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7045,Chai Latte (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,1400,0.0,-0.36,-0.36,0.0,-500.74,-500.74,Plowhorse,347.94117647058823,0.9280882352941177,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7046,Steamers - *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,82,0.19,3.12,2.93,15.58,255.61,240.03,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7047,Steamers - Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,21,0.22,3.76,3.54,4.62,79.0,74.38,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7048,$1.50 EE Coffee (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,1031,0.91,1.37,0.46,938.21,1413.28,475.07,Plowhorse,543.2452830188679,1.2922641509433963,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7049,$2.00 VRI Coffee (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,468,0.91,2.21,1.3,425.88,1035.35,609.47,Plowhorse,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Star
7051,White Chocolate Mocha *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,101,1.11,5.26,4.15,112.11,531.73,419.62,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7052,White Chocolate Mocha *Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,265,1.61,5.67,4.06,426.65,1503.76,1077.11,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7053,White Chocolate Mocha Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,180,1.79,5.5,3.71,322.2,990.53,668.33,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7054,Flat White *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,170,0.51,5.59,5.08,86.7,950.4,863.7,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7055,Flat White Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,172,0.86,5.88,5.02,147.92,1012.09,864.17,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7056,Flat White Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,50,1.51,6.22,4.71,75.5,311.15,235.65,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7057,Cold Brew *tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,81,1.51,4.69,3.18,122.31,379.74,257.43,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7058,Cold Brew Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,253,1.99,5.02,3.03,503.47,1270.86,767.39,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7059,Cold Brew Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,163,2.91,5.2,2.29,474.33,848.25,373.92,Dog,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7060,Cold Brew (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,727,0.0,-0.26,-0.26,0.0,-188.97,-188.97,Plowhorse,347.94117647058823,0.9280882352941177,Plowhorse,437.6770833333333,0.9988020833333334,Plowhorse
7062,Salted Caramel Cream Cold Brew (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,78,0.0,0.3,0.3,0.0,23.76,23.76,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7063,Vanilla Sweet Cream Cold Brew (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,93,0.0,0.17,0.17,0.0,15.67,15.67,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7064,Shaken Espresso (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,114,0.0,-0.23,-0.23,0.0,-26.09,-26.09,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7065,Brown Sugar Oatmilk Shaken Espresso (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,261,0.0,0.76,0.76,0.0,199.28,199.28,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7066,Strawberry Açai (Foodager),Non-Alcohol Bev,Refreshers,Starbucks,707,0.0,-0.2,-0.2,0.0,-144.77,-144.77,Plowhorse,155.0,-0.46222222222222226,Star,437.6770833333333,0.9988020833333334,Plowhorse
7067,Pink Drink (Foodager),Non-Alcohol Bev,Refreshers,Starbucks,219,0.0,-0.3,-0.3,0.0,-65.68,-65.68,Dog,155.0,-0.46222222222222226,Star,437.6770833333333,0.9988020833333334,Dog
7068,Mango Dragonfruit (Foodager),Non-Alcohol Bev,Refreshers,Starbucks,367,0.0,-0.59,-0.59,0.0,-215.55,-215.55,Dog,155.0,-0.46222222222222226,Plowhorse,437.6770833333333,0.9988020833333334,Dog
7072,Chai Latte *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,103,0.8,4.83,4.03,82.4,497.75,415.35,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7075,Chai Latte Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,319,1.08,5.04,3.96,344.52,1606.2,1261.68,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7076,Chai Latte Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,177,1.33,5.33,4.0,235.41,944.09,708.68,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7077,Matcha GreenTea Latte *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,35,0.32,5.25,4.93,11.2,183.61,172.41,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7078,Matcha GreenTea Latte Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,60,0.41,5.93,5.52,24.6,355.61,331.01,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7079,Matcha GreenTea Latte Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,38,0.49,6.11,5.62,18.62,232.08,213.46,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7080,Shaken Espresso - *Tall (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,10,0.9,5.5,4.6,9.0,55.0,46.0,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7081,Shaken Espresso - Grande (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,54,1.34,5.64,4.3,72.36,304.74,232.38,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7082,Shaken Espresso - Venti (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,34,1.78,5.75,3.97,60.52,195.36,134.84,Puzzle,543.2452830188679,1.2922641509433963,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7083,Dragon Drink (Foodager),Non-Alcohol Bev,Refreshers,Starbucks,5,0.0,-0.62,-0.62,0.0,-3.08,-3.08,Dog,155.0,-0.46222222222222226,Dog,437.6770833333333,0.9988020833333334,Dog
7084,Pineapple Passionfruit (Foodager),Non-Alcohol Bev,Refreshers,Starbucks,18,0.0,-1.39,-1.39,0.0,-24.94,-24.94,Dog,155.0,-0.46222222222222226,Dog,437.6770833333333,0.9988020833333334,Dog
7085,Matcha GreenTea Latte (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,406,0.0,-0.66,-0.66,0.0,-267.07,-267.07,Dog,347.94117647058823,0.9280882352941177,Plowhorse,437.6770833333333,0.9988020833333334,Dog
7086,Iced Matcha Green Tea Latte (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,41,0.0,-0.2,-0.2,0.0,-8.16,-8.16,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7087,Teavana Hot Brewed Filterbag Tea (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,82,0.0,4.27,4.27,0.0,349.88,349.88,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
7088,Teavana London Fog Tea Latte (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,67,0.0,-0.22,-0.22,0.0,-14.89,-14.89,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7089,Iced Chai Latte (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,79,0.0,-0.12,-0.12,0.0,-9.09,-9.09,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7090,Teavana Shaken Iced Tea (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,18,0.0,-0.23,-0.23,0.0,-4.21,-4.21,Dog,347.94117647058823,0.9280882352941177,Dog,437.6770833333333,0.9988020833333334,Dog
7091,Flat White (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,2,0.0,0.0,0.0,0.0,0.0,0.0,Dog,543.2452830188679,1.2922641509433963,Dog,437.6770833333333,0.9988020833333334,Dog
8003,Cranberry Juice (Foodager),Non-Alcohol Bev,Juices,Milk & Juice,19,1.71,5.0,3.29,32.49,95.0,62.51,Puzzle,37.6,4.215999999999999,Dog,303.8636363636364,4.531136363636364,Dog
8006,Orange Juice (Foodager),Non-Alcohol Bev,Juices,Milk & Juice,1,1.71,5.0,3.29,1.71,5.0,3.29,Puzzle,37.6,4.215999999999999,Dog,303.8636363636364,4.531136363636364,Dog
8008,Naked Juice Might Mango (Foodager),Non-Alcohol Bev,Juices,Milk & Juice,78,3.1,7.62,4.52,241.79999999999998,635.5,393.7,Puzzle,37.6,4.215999999999999,Star,303.8636363636364,4.531136363636364,Dog
8009,Naked Juice Tropical Protein (Foodager),Non-Alcohol Bev,Juices,Milk & Juice,28,3.65,8.5,4.85,102.2,238.0,135.8,Puzzle,37.6,4.215999999999999,Puzzle,303.8636363636364,4.531136363636364,Puzzle
8010,Naked Juice Green Machine (Foodager),Non-Alcohol Bev,Juices,Milk & Juice,62,3.1,8.23,5.13,192.2,510.0,317.8,Puzzle,37.6,4.215999999999999,Star,303.8636363636364,4.531136363636364,Puzzle
9001,Fountain Soda (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,3269,0.45,4.8,4.35,1471.05,15703.5,14232.45,Star,479.6847826086956,4.082554347826087,Star,557.6666666666666,3.2504166666666667,Star
9002,Milk (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,7,1.75,19.86,18.11,12.25,139.0,126.75,Puzzle,479.6847826086956,4.082554347826087,Puzzle,303.8636363636364,4.531136363636364,Puzzle
9004,Iced Tea (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,17,0.35,4.49,4.14,5.95,76.25,70.3,Puzzle,479.6847826086956,4.082554347826087,Puzzle,557.6666666666666,3.2504166666666667,Puzzle
9005,Lemonade (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,3,2.01,3.83,1.82,6.03,11.5,5.47,Dog,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Dog
9014,Coca-Cola Flavors 20 oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,2780,1.46,4.805,3.3449999999999998,4058.8,13341.8,9283.0,Star,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Star
9017,COFFEE (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,3,0.91,7.845000000000001,6.9350000000000005,2.73,23.380000000000003,20.65,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9020,Smart Water Aluminum Can- 12Oz (Foodager),Non-Alcohol Bev,N/A Beverages,Water,165,1.07,5.04,3.97,176.55,831.37,654.82,Puzzle,479.6847826086956,4.082554347826087,Dog,1604.0,4.397777777777778,Dog
9021,Diet Coke 20 oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,873,1.46,5.18,3.72,1274.58,4524.31,3249.73,Star,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Star
9022,Sprite 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,411,1.46,5.16,3.7,600.06,2119.79,1519.73,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9023,Cherry Coca-Cola 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,261,1.46,4.95,3.49,381.06,1292.95,911.89,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9027,Shaken IcedTea *Tall (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,4,0.47,3.13,2.66,1.88,12.51,10.63,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9029,Fanta Orange 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,244,1.46,5.07,3.61,356.24,1236.18,879.94,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9030,Barq's Root Beer (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,179,1.46,5.11,3.65,261.34,913.88,652.54,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9031,Sprite Zero Sugar 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,221,1.46,5.09,3.63,322.66,1125.35,802.69,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9032,Coca-Cola Zero Sugar 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,745,1.46,5.09,3.63,1087.7,3794.35,2706.65,Star,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Star
9033,Shaken IcedTea Grande (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,5,0.55,4.85,4.3,2.75,24.25,21.5,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9035,Shaken IcedTea Venti (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,5,0.62,5.25,4.63,3.1,26.25,23.15,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9041,Squirt 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,177,1.46,4.82,3.36,258.42,852.84,594.42,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9042,HotTea FIlterBag *Tall (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,415,0.45,3.04,2.59,186.75,1261.01,1074.26,Puzzle,347.94117647058823,0.9280882352941177,Star,437.6770833333333,0.9988020833333334,Puzzle
9043,HotTea FIlterBag Grande (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,311,0.66,3.36,2.7,205.26,1045.1,839.84,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9044,HotTea FIlterBag Venti (Foodager),Non-Alcohol Bev,Coffee/Tea,Starbucks,251,0.67,3.56,2.89,168.17,894.02,725.85,Puzzle,347.94117647058823,0.9280882352941177,Puzzle,437.6770833333333,0.9988020833333334,Puzzle
9045,Emp Fountain Soda (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,1166,0.45,0.92,0.47,524.7,1070.24,545.54,Plowhorse,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Plowhorse
9047,Dr Pepper 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,552,1.46,5.08,3.62,805.92,2804.37,1998.45,Star,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Puzzle
9048,Diet Dr. Pepper 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,304,1.46,5.15,3.69,443.84,1566.32,1122.48,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Puzzle
9056,Smart Water Distilled - 1L (Foodager),Non-Alcohol Bev,N/A Beverages,Water,87,2.13,6.82,4.69,185.31,593.25,407.94,Puzzle,479.6847826086956,4.082554347826087,Puzzle,1604.0,4.397777777777778,Puzzle
9057,Hot Cocoa (Foodager),Non-Alcohol Bev,Hot Beverage,Starbucks,731,2.06,5.12,3.06,1505.86,3745.47,2239.61,Star,543.2452830188679,1.2922641509433963,Star,437.6770833333333,0.9988020833333334,Star
9062,Milk 1/2 Gallon (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,5,1.75,9.5,7.75,8.75,47.5,38.75,Puzzle,479.6847826086956,4.082554347826087,Puzzle,303.8636363636364,4.531136363636364,Puzzle
9063,Milk 2 Quart (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,397,1.75,4.65,2.9,694.75,1846.53,1151.78,Puzzle,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Plowhorse
9064,Dairy Pure Milk 14Oz (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,751,1.415,5.37,3.955,1065.95,3872.9300000000003,2806.98,Star,479.6847826086956,4.082554347826087,Plowhorse,303.8636363636364,4.531136363636364,Plowhorse
9069,Dairy Pure 32 FL OZ (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,45,3.96,4.82,0.86,178.2,216.8,38.6,Dog,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Dog
9071,Trumoo Chocolate Milk - 14Oz (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,336,1.42,5.42,4.0,477.12,1819.48,1342.36,Puzzle,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Plowhorse
9072,Milk Whole Quart (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,327,1.76,4.64,2.88,575.52,1517.62,942.1,Puzzle,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Plowhorse
9074,Half & Half Pint (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,136,2.79,6.45,3.66,379.44,877.48,498.04,Puzzle,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Dog
9081,Dunkin Iced Coffee French Vanilla - 13.7Oz Bottle (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,315,2.43,6.34,3.91,765.45,1997.0,1231.55,Puzzle,479.6847826086956,4.082554347826087,Dog,303.8636363636364,4.531136363636364,Plowhorse
9082,Core Power Chocolate - 14Oz Bottle (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,2,3.07,7.0,3.93,6.14,14.0,7.86,Puzzle,479.6847826086956,4.082554347826087,Dog,233.66666666666666,4.271428571428571,Dog
9085,5-Hour Energy (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,109,2.04,6.34,4.3,222.36,691.27,468.91,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Puzzle
9087,Core Power Elite Vanilla - 14Oz Bottle (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,1,3.68,7.0,3.32,3.68,7.0,3.32,Puzzle,479.6847826086956,4.082554347826087,Dog,233.66666666666666,4.271428571428571,Dog
9094,5-Hour Energy Regular (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,52,2.04,6.75,4.71,106.08,351.0,244.92,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Puzzle
9095,Core Power Vanilla - 14Oz Bottle (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,1,3.07,7.0,3.93,3.07,7.0,3.93,Puzzle,479.6847826086956,4.082554347826087,Dog,233.66666666666666,4.271428571428571,Dog
9099,Employee Fountain Soda (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,552,0.68,1.0,0.32,375.36,552.0,176.64,Plowhorse,479.6847826086956,4.082554347826087,Plowhorse,557.6666666666666,3.2504166666666667,Dog
9100,Fanta 12oz Can (Foodager),Non-Alcohol Bev,N/A Beverages,Soda,16,0.0,3.0,3.0,0.0,48.0,48.0,Puzzle,479.6847826086956,4.082554347826087,Dog,557.6666666666666,3.2504166666666667,Dog
9101,Powerade Sports Drink 20 oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,432,1.28,4.99,3.71,552.96,2154.86,1601.9,Puzzle,479.6847826086956,4.082554347826087,Dog,233.66666666666666,4.271428571428571,Plowhorse
9102,Powerade Fruit Punch 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,442,1.28,5.87,4.59,565.76,2595.3,2029.54,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Star
9103,Powerade Mountain Berry Blast 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,972,1.28,5.9,4.62,1244.16,5735.4,4491.24,Star,479.6847826086956,4.082554347826087,Star,233.66666666666666,4.271428571428571,Star
9105,Powerade Lemon Lime 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,501,1.28,5.9,4.62,641.28,2956.1,2314.82,Star,479.6847826086956,4.082554347826087,Star,233.66666666666666,4.271428571428571,Star
9106,Dunkin Iced Coffee Mocha - 13.07 Bottle (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,141,2.43,6.66,4.23,342.63,938.62,595.99,Puzzle,479.6847826086956,4.082554347826087,Puzzle,303.8636363636364,4.531136363636364,Dog
9107,Powerade Grape 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,366,1.28,5.81,4.53,468.48,2127.05,1658.57,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Star
9109,Powerade Orange 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,396,1.28,5.9,4.62,506.88,2335.84,1828.96,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Star
9111,Powerade Zero Grape 20oz (Foodager),Non-Alcohol Bev,N/A Beverages,Energy & Sports,21,1.28,5.94,4.66,26.88,124.8,97.92,Puzzle,479.6847826086956,4.082554347826087,Puzzle,233.66666666666666,4.271428571428571,Puzzle
9113,Dairy Pure Whole Milk 14O (Foodager),Non-Alcohol Bev,N/A Beverages,Milk & Juice,25,1.42,5.52,4.1,35.5,137.99,102.49,Puzzle,479.6847826086956,4.082554347826087,Puzzle,303.8636363636364,4.531136363636364,Dog
